Mod:Item:MetaData, Localized Name
ceramics:porcelain_barrel:0, White Porcelain Barrel
ceramics:porcelain_barrel:1, Orange Porcelain Barrel
ceramics:porcelain_barrel:2, Magenta Porcelain Barrel
ceramics:porcelain_barrel:3, Light Blue Porcelain Barrel
ceramics:porcelain_barrel:4, Yellow Porcelain Barrel
ceramics:porcelain_barrel:5, Lime Porcelain Barrel
ceramics:porcelain_barrel:6, Pink Porcelain Barrel
ceramics:porcelain_barrel:7, Gray Porcelain Barrel
ceramics:porcelain_barrel:8, Light Gray Porcelain Barrel
ceramics:porcelain_barrel:9, Cyan Porcelain Barrel
ceramics:porcelain_barrel:10, Purple Porcelain Barrel
ceramics:porcelain_barrel:11, Blue Porcelain Barrel
ceramics:porcelain_barrel:12, Brown Porcelain Barrel
ceramics:porcelain_barrel:13, Green Porcelain Barrel
ceramics:porcelain_barrel:14, Red Porcelain Barrel
ceramics:porcelain_barrel:15, Black Porcelain Barrel
ceramics:porcelain_barrel_extension:0, White Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:1, Orange Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:2, Magenta Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:3, Light Blue Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:4, Yellow Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:5, Lime Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:6, Pink Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:7, Gray Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:8, Light Gray Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:9, Cyan Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:10, Purple Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:11, Blue Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:12, Brown Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:13, Green Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:14, Red Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:15, Black Porcelain Barrel Extension
ceramics:faucet, Porcelain Faucet
ceramics:channel, Porcelain Channel
comforts:sleeping_bag:0, White Sleeping Bag
comforts:sleeping_bag:1, Orange Sleeping Bag
comforts:sleeping_bag:2, Magenta Sleeping Bag
comforts:sleeping_bag:3, Light Blue Sleeping Bag
comforts:sleeping_bag:4, Yellow Sleeping Bag
comforts:sleeping_bag:5, Lime Sleeping Bag
comforts:sleeping_bag:6, Pink Sleeping Bag
comforts:sleeping_bag:7, Gray Sleeping Bag
comforts:sleeping_bag:8, Light Gray Sleeping Bag
comforts:sleeping_bag:9, Cyan Sleeping Bag
comforts:sleeping_bag:10, Purple Sleeping Bag
comforts:sleeping_bag:11, Blue Sleeping Bag
comforts:sleeping_bag:12, Brown Sleeping Bag
comforts:sleeping_bag:13, Green Sleeping Bag
comforts:sleeping_bag:14, Red Sleeping Bag
comforts:sleeping_bag:15, Black Sleeping Bag
comforts:hammock:0, White Hammock Cloth
comforts:hammock:1, Orange Hammock Cloth
comforts:hammock:2, Magenta Hammock Cloth
comforts:hammock:3, Light Blue Hammock Cloth
comforts:hammock:4, Yellow Hammock Cloth
comforts:hammock:5, Lime Hammock Cloth
comforts:hammock:6, Pink Hammock Cloth
comforts:hammock:7, Gray Hammock Cloth
comforts:hammock:8, Light Gray Hammock Cloth
comforts:hammock:9, Cyan Hammock Cloth
comforts:hammock:10, Purple Hammock Cloth
comforts:hammock:11, Blue Hammock Cloth
comforts:hammock:12, Brown Hammock Cloth
comforts:hammock:13, Green Hammock Cloth
comforts:hammock:14, Red Hammock Cloth
comforts:hammock:15, Black Hammock Cloth
comforts:rope, Rope and Nail
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
coroutil:repairing_block, Repairing Block
coroutil:item_repairing_gel, Repairing Gel
dawnoftimebuilder:iron_plate_armor_feet, Iron Plate Boots
dawnoftimebuilder:iron_plate_armor_chest, Iron Plate Chestplate
dawnoftimebuilder:iron_plate_armor_head, Iron Plate Helmet
dawnoftimebuilder:iron_plate_armor_legs, Iron Plate Leggings
dawnoftimebuilder:wax, Wax
dawnoftimebuilder:bamboo_hat, Bamboo Hat (Ajirogasa)
dawnoftimebuilder:grey_tile, Grey Tile (Gurē Tairu)
dawnoftimebuilder:grey_clay_tile, Grey Clay Tile (Nendo Tairu)
dawnoftimebuilder:mulberry_leaves, Mulberry Leaves
dawnoftimebuilder:silk_worm_hatchery, Silk Worm Hatchery
dawnoftimebuilder:silk_worms, Silk Worms
dawnoftimebuilder:camellia_leaves, Camellia Leaves (Chaba)
dawnoftimebuilder:tea_leaves, Tea Leaves (Chagara)
dawnoftimebuilder:silk_worm_eggs, Silk Worm Eggs
dawnoftimebuilder:silk_cocoons, Silk Cocoons
dawnoftimebuilder:silk, Silk
dawnoftimebuilder:japanese_light_armor_feet, Dō-maru Boots
dawnoftimebuilder:japanese_light_armor_chest, Dō-maru Chestplate
dawnoftimebuilder:japanese_light_armor_head, Dō-maru Helmet
dawnoftimebuilder:japanese_light_armor_legs, Dō-maru Leggings
dawnoftimebuilder:o_yoroi_armor_feet, O-Yoroi Boots
dawnoftimebuilder:o_yoroi_armor_chest, O-Yoroi Chestplate
dawnoftimebuilder:o_yoroi_armor_head, O-Yoroi Helmet
dawnoftimebuilder:o_yoroi_armor_legs, O-Yoroi Leggings
dawnoftimebuilder:pharaoh_armor_feet, Pharaohs Sandals
dawnoftimebuilder:pharaoh_armor_chest, Pharaohs Clothes
dawnoftimebuilder:pharaoh_armor_head, Pharaoh Headdress
dawnoftimebuilder:pharaoh_armor_legs, Pharaohs Shendyts
dawnoftimebuilder:raijin_armor_feet, Raijin Boots
dawnoftimebuilder:raijin_armor_chest, Raijin Chestplate
dawnoftimebuilder:raijin_armor_head, Raijin Helmet
dawnoftimebuilder:raijin_armor_legs, Raijin Leggings
dawnoftimebuilder:tachi_sword, Tachi
dawnoftimebuilder:iron_chain, Iron Chain
dawnoftimebuilder:path_gravel, Gravel Path
dawnoftimebuilder:path_stepping_stones, Stepping Stones Path
dawnoftimebuilder:path_cobbled, Slabbed Path
dawnoftimebuilder:path_ochre_tiles, Ochre Tiles Path
dawnoftimebuilder:path_dirt, Dirt Path
dawnoftimebuilder:path_gravel_slab, Gravel Path Slab
dawnoftimebuilder:path_stepping_stones_slab, Stepping Stones Path Slab
dawnoftimebuilder:path_cobbled_slab, Slabbed Path Slab
dawnoftimebuilder:path_ochre_tiles_slab, Ochre Tiles Path Slab
dawnoftimebuilder:path_dirt_slab, Dirt Path Slab
dawnoftimebuilder:rammed_dirt, Rammed Dirt
dawnoftimebuilder:thatch_wheat, Wheat Thatch
dawnoftimebuilder:thatch_wheat_stairs, Wheat Thatch Stairs
dawnoftimebuilder:thatch_wheat_slab, Wheat Thatch Slab
dawnoftimebuilder:thatch_wheat_edge, Wheat Thatch Edge
dawnoftimebuilder:thatch_bamboo, Bamboo Thatch
dawnoftimebuilder:thatch_bamboo_stairs, Bamboo Thatch Stairs
dawnoftimebuilder:thatch_bamboo_slab, Bamboo Thatch Slab
dawnoftimebuilder:thatch_bamboo_edge, Bamboo Thatch Edge
dawnoftimebuilder:fireplace, Open Fireplace
dawnoftimebuilder:cobbled_limestone, Cobbled Limestone
dawnoftimebuilder:flat_roof_tiles, Flat Roof Tile
dawnoftimebuilder:flat_roof_tiles_stairs, Flat Roof Tile Stairs
dawnoftimebuilder:flat_roof_tiles_slab, Flat Roof Tiles Slab
dawnoftimebuilder:flat_roof_tiles_edge, Flat Roof Tile Edge
dawnoftimebuilder:framed_rammed_dirt, Framed Rammed Dirt
dawnoftimebuilder:iron_portcullis, Portcullis
dawnoftimebuilder:lattice_glass, Lattice Glass
dawnoftimebuilder:lattice_glass_pane, Lattice Glass Pane
dawnoftimebuilder:lattice_oak_window, Lattice Oak Window
dawnoftimebuilder:limestone_brick, Limestone Brick
dawnoftimebuilder:limestone_brick_stairs, Limestone Brick Stairs
dawnoftimebuilder:limestone_brick_slab, Limestone Brick Slab
dawnoftimebuilder:limestone_brick_edge, Limestone Brick Edge
dawnoftimebuilder:limestone_brick_wall, Limestone Brick Wall
dawnoftimebuilder:limestone_chimney, Limestone Chimney
dawnoftimebuilder:limestone_fireplace, Limestone Fireplace
dawnoftimebuilder:oak_planks_edge, Oak Planks Edge
dawnoftimebuilder:oak_shutters, Large Oak Shutters
dawnoftimebuilder:oak_beam, Oak Beam
dawnoftimebuilder:oak_support_beam, Oak Support Beam
dawnoftimebuilder:oak_support_slab, Oak Support Slab
dawnoftimebuilder:small_oak_shutters, Small Oak Shutters
dawnoftimebuilder:oak_timber_frame, Oak Timber Frame
dawnoftimebuilder:oak_timber_frame_corner, Oak Timber Frame Corner
dawnoftimebuilder:oak_timber_frame_pillar, Oak Timber Frame Pillar
dawnoftimebuilder:oak_waxed_fence, Waxed Oak Fence
dawnoftimebuilder:oak_waxed_planks, Waxed Oak Planks
dawnoftimebuilder:oak_waxed_planks_stairs, Waxed Oak Stairs
dawnoftimebuilder:oak_waxed_planks_slab, Waxed Oak Slab
dawnoftimebuilder:oak_waxed_planks_edge, Waxed Oak Edge
dawnoftimebuilder:bamboo_drying_tray, Bamboo Drying Tray (Take Torei)
dawnoftimebuilder:camellia_seed, Camellia
dawnoftimebuilder:mulberry, Mulberry
dawnoftimebuilder:cast_iron_teapot:0, Grey Cast Iron Teapot (Gurē Kyūsu)
dawnoftimebuilder:cast_iron_teapot:1, Green Cast Iron Teapot (Midori kyūsu)
dawnoftimebuilder:cast_iron_teapot:2, Decorated Cast Iron Teapot (Hanayakana Kyūsu)
dawnoftimebuilder:cast_iron_teacup:0, Grey Cast Iron Teacup (Gurē Yunomi)
dawnoftimebuilder:cast_iron_teacup:1, Green Cast Iron Teacup (Midori Yunomi)
dawnoftimebuilder:cast_iron_teacup:2, Decorated Cast Iron Teacup (Hanayakana Yunomi)
dawnoftimebuilder:flowery_paper_wall, Flowery Paper Wall (Byōbu)
dawnoftimebuilder:paper_lamp, Paper Lamp (Andon)
dawnoftimebuilder:grey_roof_tiles, Grey Roof Tiles (Kawara)
dawnoftimebuilder:grey_roof_tiles_stairs, Grey Roof Tiles Stairs (Kawara Stairs)
dawnoftimebuilder:grey_roof_tiles_slab, Grey Roof Tiles Slab (Kawara Slab)
dawnoftimebuilder:grey_roof_tiles_edge, Grey Roof Tiles Edge (Kawara Edge)
dawnoftimebuilder:grey_roof_tiles_wall, Grey Roof Tiles Wall (Yane no Kabe)
dawnoftimebuilder:ikebana_flower_pot, Ikebana
dawnoftimebuilder:spruce_legless_chair, Spruce Legless Chair (Zabuton)
dawnoftimebuilder:little_flag, Little Flag (Noren)
dawnoftimebuilder:paper_door, Paper Door (Fusuma)
dawnoftimebuilder:paper_lantern, Paper Lantern (Akachōchin)
dawnoftimebuilder:paper_wall, Paper Wall (Shōji)
dawnoftimebuilder:paper_wall_flat, Paper Wall Flat (Futsū-shi no Kabe)
dawnoftimebuilder:paper_wall_window, Paper Wall Windows (Shisō)
dawnoftimebuilder:paper_folding_screen, Paper Folding Screen (Byōbu)
dawnoftimebuilder:red_painted_log, Red Painted Log
dawnoftimebuilder:rice, Rice
dawnoftimebuilder:small_tatami_mat, Small Tatami Mat (Hanjō)
dawnoftimebuilder:spruce_log_covered, Spruce Log Covered
dawnoftimebuilder:spruce_beam, Spruce Beam
dawnoftimebuilder:spruce_foundation, Spruce Foundation
dawnoftimebuilder:spruce_log_fence, Spruce Log Fence
dawnoftimebuilder:spruce_log_wall, Spruce Log Wall
dawnoftimebuilder:spruce_planks_edge, Spruce Plank Edge
dawnoftimebuilder:spruce_railing, Spruce Railing
dawnoftimebuilder:spruce_roof_support, Spruce Roof Support
dawnoftimebuilder:spruce_support_beam, Spruce Support Beam
dawnoftimebuilder:spruce_support_slab, Spruce Support Slab
dawnoftimebuilder:spruce_low_table, Spruce Low Table (Chabudai)
dawnoftimebuilder:spruce_timber_frame, Spruce Timber Frame (Shikkui Furēmu)
dawnoftimebuilder:spruce_timber_frame_pillar, Spruce Timber Frame Pillar (Shikkui no Hashira)
dawnoftimebuilder:stone_lantern, Stone Lantern (Tōrō)
dawnoftimebuilder:tatami_mat, Tatami Mat (Daimedatami)
dawnoftimebuilder:futon, Futon
dawnoftimebuilder:irori, Irori
dawnoftimebuilder:sake_bottle, Sake Bottle (Tokkuri)
dawnoftimebuilder:sake_cup, Sake Cup (Chirori)
dawnoftimebuilder:spruce_foundation_slab, Spruce Foundation Slab
dawnoftimebuilder:stick_bundle, Mulberry Stick Bundle
dawnoftimebuilder:chiseled_plastered_stone:0, Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:1, Ornamented Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:2, Green Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:3, Green Ornamented Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:4, Red Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:5, Red Ornamented Chiseled Plastered Stone
dawnoftimebuilder:commelina, Commelina
dawnoftimebuilder:feathered_serpent_sculpture, Feathered Serpent Sculpture
dawnoftimebuilder:green_ornamented_plastered_stone_frieze, Green Ornamented Plastered Stone Frieze
dawnoftimebuilder:green_plastered_stone_frieze, Green Plastered Stone Frieze
dawnoftimebuilder:green_sculpted_plastered_stone_frieze, Green Sculpted Plastered Stone Frieze
dawnoftimebuilder:green_small_plastered_stone_frieze, Green Small Plastered Stone Frieze
dawnoftimebuilder:maize, Maize
dawnoftimebuilder:plastered_stone:0, Plastered Stone
dawnoftimebuilder:plastered_stone:1, Red Plastered Stone
dawnoftimebuilder:plastered_stone:2, Red Ornamented Plastered Stone
dawnoftimebuilder:plastered_stone_column, Plastered Stone Column
dawnoftimebuilder:plastered_stone_cresset, Plastered Stone Cresset
dawnoftimebuilder:plastered_stone_frieze, Plastered Stone Frieze
dawnoftimebuilder:plastered_stone_plate, Plastered Stone Plate
dawnoftimebuilder:plastered_stone_stairs, Plastered Stone Stairs
dawnoftimebuilder:plastered_stone_slab, Plastered Stone Slab
dawnoftimebuilder:plastered_stone_edge, Plastered Stone Edge
dawnoftimebuilder:plastered_stone_window, Plastered Stone Window
dawnoftimebuilder:red_ornamented_plastered_stone_frieze, Red Ornamented Plastered Stone Frieze
dawnoftimebuilder:red_plastered_stone_frieze, Red Plastered Stone Frieze
dawnoftimebuilder:red_plastered_stone_plate, Red Plastered Stone Plate
dawnoftimebuilder:red_plastered_stone_stairs, Red Plastered Stone Stairs
dawnoftimebuilder:red_plastered_stone_slab, Red Plastered Stone Slab
dawnoftimebuilder:red_plastered_stone_edge, Red Plastered Stone Edge
dawnoftimebuilder:red_sculpted_plastered_stone_frieze, Red Sculpted Plastered Stone Frieze
dawnoftimebuilder:red_small_plastered_stone_frieze, Red Small Plastered Stone Frieze
dawnoftimebuilder:serpent_sculpted_column, Serpent Sculpted Column
dawnoftimebuilder:stone_frieze, Stone Frieze
dawnoftimebuilder:ochre_roof_tiles, Ochre Roof Tiles
dawnoftimebuilder:ochre_roof_tiles_slab, Ochre Roof Tiles Slab
dawnoftimebuilder:sandstone_column, Sandstone Column
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
immersiveengineering:metal_decoration2:8, Aluminium Structural Arm
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs0, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs1, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs2, Aluminium Scaffolding Stairs
immersiveengineering:metal_ladder:0, Metal Ladder
immersiveengineering:metal_ladder:1, Scaffold Covered Ladder
immersiveengineering:metal_ladder:2, Scaffold Covered Ladder
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:connector:13, Redstone Probe Connector
immersiveengineering:metaldevice0dummy:0, tile.immersiveengineering.metaldevice0dummy.capacitor_lv.name
immersiveengineering:metaldevice0dummy:1, tile.immersiveengineering.metaldevice0dummy.capacitor_mv.name
immersiveengineering:metaldevice0dummy:2, tile.immersiveengineering.metaldevice0dummy.capacitor_hv.name
immersiveengineering:metaldevice0dummy:3, tile.immersiveengineering.metaldevice0dummy.capacitor_creative.name
immersiveengineering:metaldevice0dummy:4, tile.immersiveengineering.metaldevice0dummy.barrel.name
immersiveengineering:metaldevice0dummy:5, tile.immersiveengineering.metaldevice0dummy.fluid_pump.name
immersiveengineering:metaldevice0dummy:6, tile.immersiveengineering.metaldevice0dummy.fluid_placer.name
immersiveengineering:metaldevice1dummy:0, tile.immersiveengineering.metaldevice1dummy.blast_furnace_preheater.name
immersiveengineering:metaldevice1dummy:1, tile.immersiveengineering.metaldevice1dummy.furnace_heater.name
immersiveengineering:metaldevice1dummy:2, tile.immersiveengineering.metaldevice1dummy.dynamo.name
immersiveengineering:metaldevice1dummy:3, tile.immersiveengineering.metaldevice1dummy.thermoelectric_gen.name
immersiveengineering:metaldevice1dummy:4, tile.immersiveengineering.metaldevice1dummy.electric_lantern.name
immersiveengineering:metaldevice1dummy:5, tile.immersiveengineering.metaldevice1dummy.charging_station.name
immersiveengineering:metaldevice1dummy:6, tile.immersiveengineering.metaldevice1dummy.fluid_pipe.name
immersiveengineering:metaldevice1dummy:7, tile.immersiveengineering.metaldevice1dummy.sample_drill.name
immersiveengineering:metaldevice1dummy:8, tile.immersiveengineering.metaldevice1dummy.tesla_coil.name
immersiveengineering:metaldevice1dummy:9, tile.immersiveengineering.metaldevice1dummy.floodlight.name
immersiveengineering:metaldevice1dummy:10, tile.immersiveengineering.metaldevice1dummy.turret_chem.name
immersiveengineering:metaldevice1dummy:11, tile.immersiveengineering.metaldevice1dummy.turret_gun.name
immersiveengineering:metaldevice1dummy:13, tile.immersiveengineering.metaldevice1dummy.belljar.name
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Windmill Sail
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:material:24, Nitrate Dust
immersiveengineering:material:25, Sulfur Dust
immersiveengineering:material:26, Vacuum Tube
immersiveengineering:material:27, Circuit Board
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
